Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"EC Legacy Regression Testing, OPSUI(eSOA Enhancement)",Chrome 130.0.0.0,,,31-10-2024 09:44:48,31-10-2024 09:46:13,1m - 25.175s,PASSED
,,,,,,,
Test Cases/EasyClaimLegacyLoginAndHospitalAndUser,Chrome 130.0.0.0,,,31-10-2024 09:44:48,31-10-2024 09:45:17,28.986s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,31-10-2024 09:44:49,31-10-2024 09:44:51,1.490s,PASSED
navigateToUrl(NavigateLoginPage),Chrome 130.0.0.0,,,31-10-2024 09:44:51,31-10-2024 09:44:52,1.403s,PASSED
maximizeWindow(),Chrome 130.0.0.0,,,31-10-2024 09:44:52,31-10-2024 09:44:52,0.053s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/input_Username_Username""), Username)",Chrome 130.0.0.0,,,31-10-2024 09:44:52,31-10-2024 09:44:53,0.722s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/input_Password_Password""), Password)",Chrome 130.0.0.0,,,31-10-2024 09:44:53,31-10-2024 09:44:53,0.543s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/input_Password_Password""), Keys.chord(ENTER))",Chrome 130.0.0.0,,,31-10-2024 09:44:53,31-10-2024 09:44:54,0.461s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Connect - Easy Claims/span_Control Panel""))",Chrome 130.0.0.0,,,31-10-2024 09:44:54,31-10-2024 09:44:57,3.431s,PASSED
navigateToUrl(NavigateControlPanel),Chrome 130.0.0.0,,,31-10-2024 09:44:57,31-10-2024 09:44:58,0.312s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/span_Hospital Information (offline mode)""))",Chrome 130.0.0.0,,,31-10-2024 09:44:58,31-10-2024 09:44:59,1.611s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_b1 l1 bf homes, exchange 05 PAGPARTIA_a9fde9""))",Chrome 130.0.0.0,,,31-10-2024 09:44:59,31-10-2024 09:45:00,0.281s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Username_ConnectUserName""), HospitalUser)",Chrome 130.0.0.0,,,31-10-2024 09:45:00,31-10-2024 09:45:00,0.874s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Password_ConnectPassword""), HospitalPass)",Chrome 130.0.0.0,,,31-10-2024 09:45:00,31-10-2024 09:45:01,0.575s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Password_k-button k-primary""))",Chrome 130.0.0.0,,,31-10-2024 09:45:01,31-10-2024 09:45:01,0.302s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/div_Hospital Code                          _698c28""))",Chrome 130.0.0.0,,,31-10-2024 09:45:01,31-10-2024 09:45:08,7.019s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Hospital Email_Hospital.HospitalEmail""), HospitalEmail)",Chrome 130.0.0.0,,,31-10-2024 09:45:08,31-10-2024 09:45:09,0.560s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/div_Hospital Code                          _698c28""))",Chrome 130.0.0.0,,,31-10-2024 09:45:09,31-10-2024 09:45:09,0.271s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/li""))",Chrome 130.0.0.0,,,31-10-2024 09:45:09,31-10-2024 09:45:09,0.310s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/span_User Management""))",Chrome 130.0.0.0,,,31-10-2024 09:45:09,31-10-2024 09:45:10,0.741s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_samplegmail.com_addUserBtn""))",Chrome 130.0.0.0,,,31-10-2024 09:45:10,31-10-2024 09:45:11,0.337s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/span_SELECT ONE_k-icon k-i-arrow-60-down""))",Chrome 130.0.0.0,,,31-10-2024 09:45:11,31-10-2024 09:45:11,0.653s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/li_Dr. Erlinda P. Tolentino Medical Clinic _78c317""))",Chrome 130.0.0.0,,,31-10-2024 09:45:11,31-10-2024 09:45:12,0.500s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Username_Username""), CreatingUserAcc)",Chrome 130.0.0.0,,,31-10-2024 09:45:12,31-10-2024 09:45:12,0.762s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Password_Password""), CreatingPassword)",Chrome 130.0.0.0,,,31-10-2024 09:45:12,31-10-2024 09:45:13,0.526s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Confirm password_ConfirmPassword""), CreatingConfirmPassword)",Chrome 130.0.0.0,,,31-10-2024 09:45:13,31-10-2024 09:45:13,0.538s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Email_Email""), CreatingUserEmail)",Chrome 130.0.0.0,,,31-10-2024 09:45:13,31-10-2024 09:45:14,0.549s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Roles_k-input k-readonly""))",Chrome 130.0.0.0,,,31-10-2024 09:45:14,31-10-2024 09:45:14,0.300s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Roles_k-input k-readonly""), Keys.chord(ENTER))",Chrome 130.0.0.0,,,31-10-2024 09:45:14,31-10-2024 09:45:15,0.480s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/div_Admin_flex-list-action""))",Chrome 130.0.0.0,,,31-10-2024 09:45:15,31-10-2024 09:45:15,0.626s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/li_1""))",Chrome 130.0.0.0,,,31-10-2024 09:45:15,31-10-2024 09:45:16,0.509s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/span_Log off""))",Chrome 130.0.0.0,,,31-10-2024 09:45:16,31-10-2024 09:45:17,1.504s,PASSED
,,,,,,,
Test Cases/EasyClaimLoginCreatedAccountAndConnect,Chrome 130.0.0.0,,,31-10-2024 09:45:17,31-10-2024 09:45:22,4.260s,PASSED
"navigateToUrl(""http://172.30.1.26/OPSUI.EasyClaims.Legacy/Account/Login?ReturnUrl=%2FOPSUI.EasyClaims.Legacy%2F"")",Chrome 130.0.0.0,,,31-10-2024 09:45:18,31-10-2024 09:45:18,0.139s,PASSED
"setText(findTestObject(""Object Repository/Page_LoginAccountCreatedAndConnect/Page_Login - Easy Claims/input_Username_Username""), ""patcheadmin3"")",Chrome 130.0.0.0,,,31-10-2024 09:45:18,31-10-2024 09:45:18,0.551s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LoginAccountCreatedAndConnect/Page_Login - Easy Claims/input_Password_Password""), ""nwr9I1qT+J0GbQ++JlYjHw=="")",Chrome 130.0.0.0,,,31-10-2024 09:45:18,31-10-2024 09:45:19,0.315s,PASSED
"click(findTestObject(""Object Repository/Page_LoginAccountCreatedAndConnect/Page_Login - Easy Claims/input_Password_submitBtn""))",Chrome 130.0.0.0,,,31-10-2024 09:45:19,31-10-2024 09:45:19,0.449s,PASSED
"navigateToUrl(""http://172.30.1.26/OPSUI.EasyClaims.Legacy/Connect?ReturnUrl=%2FOPSUI.EasyClaims.Legacy%2F"")",Chrome 130.0.0.0,,,31-10-2024 09:45:19,31-10-2024 09:45:19,0.428s,PASSED
"click(findTestObject(""Object Repository/Page_LoginAccountCreatedAndConnect/Page_Connect - Easy Claims/input_Username_Username""))",Chrome 130.0.0.0,,,31-10-2024 09:45:19,31-10-2024 09:45:21,1.136s,PASSED
"setText(findTestObject(""Object Repository/Page_LoginAccountCreatedAndConnect/Page_Connect - Easy Claims/input_Username_Username""), ""PRO4A_DEPTMCAH_JMC_01"")",Chrome 130.0.0.0,,,31-10-2024 09:45:21,31-10-2024 09:45:21,0.536s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_LoginAccountCreatedAndConnect/Page_Connect - Easy Claims/input_Password_Password""), ""Ov4DKeIvXLiGp9jFpjbR/w=="")",Chrome 130.0.0.0,,,31-10-2024 09:45:21,31-10-2024 09:45:21,0.319s,PASSED
"click(findTestObject(""Object Repository/Page_LoginAccountCreatedAndConnect/Page_Connect - Easy Claims/input_Password_k-button k-primary""))",Chrome 130.0.0.0,,,31-10-2024 09:45:21,31-10-2024 09:45:22,0.292s,PASSED
,,,,,,,
Test Cases/EasyClaimLegacyFileClaiming_CheckEligibility,Chrome 130.0.0.0,,,31-10-2024 09:45:35,31-10-2024 09:45:56,21.246s,PASSED
"click(findTestObject(""Object Repository/Page_LoginAccountCreatedAndConnect/Page_Connect - Easy Claims/span_Claims""))",Chrome 130.0.0.0,,,31-10-2024 09:45:35,31-10-2024 09:45:35,0.650s,PASSED
"delay(5, STOP_ON_FAILURE)",Chrome 130.0.0.0,,,31-10-2024 09:45:35,31-10-2024 09:45:40,5.010s,PASSED
"click(findTestObject(""Object Repository/Page_ClaimFiling - Easy Claims/Page_Home - Easy Claims/a_File Claim""))",Chrome 130.0.0.0,,,31-10-2024 09:45:40,31-10-2024 09:45:41,0.670s,PASSED
"navigateToUrl(""http://172.30.1.26/OPSUI.EasyClaims.Legacy/Claim/Create"")",Chrome 130.0.0.0,,,31-10-2024 09:45:41,31-10-2024 09:45:42,0.817s,PASSED
"click(findTestObject(""Object Repository/Page_ClaimFiling - Easy Claims/Page_File Claim - Easy Claims/input_PIN_MemberPIN""))",Chrome 130.0.0.0,,,31-10-2024 09:45:42,31-10-2024 09:45:43,0.860s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_ClaimFiling - Easy Claims/Page_File Claim - Easy Claims/input_PIN_MemberPIN""), ""05-025405092-7"")",Chrome 130.0.0.0,,,31-10-2024 09:45:43,31-10-2024 09:45:43,0.600s,PASSED
"click(findTestObject(""Object Repository/Page_ClaimFiling - Easy Claims/Page_File Claim - Easy Claims/div_MemberGender_DefaultMaleFemale""))",Chrome 130.0.0.0,,,31-10-2024 09:45:43,31-10-2024 09:45:44,0.263s,PASSED
"click(findTestObject(""Object Repository/Page_ClaimFiling - Easy Claims/Page_File Claim - Easy Claims/div_kendo.syncReady(function()jQuery(Member_da9fb1""))",Chrome 130.0.0.0,,,31-10-2024 09:45:44,31-10-2024 09:45:44,0.265s,PASSED
"click(findTestObject(""Object Repository/Page_ClaimFiling - Easy Claims/Page_File Claim - Easy Claims/input_PIN_fetchMemberBtn""))",Chrome 130.0.0.0,,,31-10-2024 09:45:44,31-10-2024 09:45:44,0.284s,PASSED
"click(findTestObject(""Object Repository/Page_ClaimFiling - Easy Claims/Page_File Claim - Easy Claims/input_Male_MemberGender""))",Chrome 130.0.0.0,,,31-10-2024 09:45:44,31-10-2024 09:45:45,0.889s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_ClaimFiling - Easy Claims/Page_File Claim - Easy Claims/textarea_Mailing Address_MailingAddress""), ""mail@gmail.com"")",Chrome 130.0.0.0,,,31-10-2024 09:45:45,31-10-2024 09:45:45,0.291s,PASSED
"click(findTestObject(""Object Repository/Page_ClaimFiling - Easy Claims/Page_File Claim - Easy Claims/input_Zip Code_ZipCode""))",Chrome 130.0.0.0,,,31-10-2024 09:45:45,31-10-2024 09:45:46,0.269s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_ClaimFiling - Easy Claims/Page_File Claim - Easy Claims/input_Zip Code_ZipCode""), ""1128"")",Chrome 130.0.0.0,,,31-10-2024 09:45:46,31-10-2024 09:45:46,0.274s,PASSED
"click(findTestObject(""Object Repository/Page_ClaimFiling - Easy Claims/Page_File Claim - Easy Claims/span_Select One_k-select""))",Chrome 130.0.0.0,,,31-10-2024 09:45:46,31-10-2024 09:45:46,0.289s,PASSED
"click(findTestObject(""Object Repository/Page_ClaimFiling - Easy Claims/Page_File Claim - Easy Claims/li_Individually Paying""))",Chrome 130.0.0.0,,,31-10-2024 09:45:46,31-10-2024 09:45:47,0.488s,PASSED
"click(findTestObject(""Object Repository/Page_ClaimFiling - Easy Claims/Page_File Claim - Easy Claims/span_Select One_k-icon k-i-arrow-60-down""))",Chrome 130.0.0.0,,,31-10-2024 09:45:47,31-10-2024 09:45:47,0.534s,PASSED
"click(findTestObject(""Object Repository/Page_ClaimFiling - Easy Claims/Page_File Claim - Easy Claims/li_Member (Self)""))",Chrome 130.0.0.0,,,31-10-2024 09:45:47,31-10-2024 09:45:48,0.505s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_ClaimFiling - Easy Claims/Page_File Claim - Easy Claims/input_Admission Date and Time_AdmissionDateTime""), ""9/23/2024 12:00 AM"")",Chrome 130.0.0.0,,,31-10-2024 09:45:48,31-10-2024 09:45:48,0.533s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_ClaimFiling - Easy Claims/Page_File Claim - Easy Claims/input_Discharge Date and Time_DischargeDateTime""), ""9/24/2024 11:00 PM"")",Chrome 130.0.0.0,,,31-10-2024 09:45:48,31-10-2024 09:45:48,0.310s,PASSED
