Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"EC Legacy Regression Testing, OPSUI(eSOA Enhancement)",Chrome 130.0.0.0,,,28-10-2024 11:02:41,28-10-2024 11:03:46,1m - 5.642s,FAILED
,,,,,,,
Test Cases/EasyClaimLegacyLoginAndHospitalAndUser,Chrome 130.0.0.0,,,28-10-2024 11:02:41,28-10-2024 11:03:19,38.401s,PASSED
"openBrowser("""")",Chrome 130.0.0.0,,,28-10-2024 11:02:41,28-10-2024 11:02:43,1.503s,PASSED
"navigateToUrl(""http://172.30.1.26/OPSUI.EasyClaims.Legacy/Account/Login?ReturnUrl=%2FOPSUI.EasyClaims.Legacy%2F"")",Chrome 130.0.0.0,,,28-10-2024 11:02:43,28-10-2024 11:02:51,8.607s,PASSED
maximizeWindow(),Chrome 130.0.0.0,,,28-10-2024 11:02:51,28-10-2024 11:02:51,0.057s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/input_Username_Username""), ""patche@admin"")",Chrome 130.0.0.0,,,28-10-2024 11:02:51,28-10-2024 11:02:52,0.649s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/input_Password_Password""), ""nwr9I1qT+J0GbQ++JlYjHw=="")",Chrome 130.0.0.0,,,28-10-2024 11:02:52,28-10-2024 11:02:52,0.341s,PASSED
"sendKeys(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/input_Password_Password""), Keys.chord(ENTER))",Chrome 130.0.0.0,,,28-10-2024 11:02:52,28-10-2024 11:02:53,0.658s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Connect - Easy Claims/span_Control Panel""))",Chrome 130.0.0.0,,,28-10-2024 11:02:53,28-10-2024 11:02:59,6.286s,PASSED
"navigateToUrl(""http://172.30.1.26/OPSUI.EasyClaims.Legacy/ControlPanel"")",Chrome 130.0.0.0,,,28-10-2024 11:02:59,28-10-2024 11:03:00,0.763s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/span_Hospital Information (offline mode)""))",Chrome 130.0.0.0,,,28-10-2024 11:03:00,28-10-2024 11:03:03,2.985s,PASSED
"click(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_b1 l1 bf homes, exchange 05 PAGPARTIA_a9fde9""))",Chrome 130.0.0.0,,,28-10-2024 11:03:03,28-10-2024 11:03:03,0.290s,PASSED
"setText(findTestObject(""Object Repository/Page_Login, User, Hospital - Easy Claims/Page_Control Panel - Easy Claims/input_Username_ConnectUserName""), ""PRO4A_DEPTMCAH_JMC_01"")",Chrome 130.0.0.0,,,28-10-2024 11:03:03,28-10-2024 11:03:04,0.858s,PASSED
